Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$
2019,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,81.2
2011,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2012,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,69.56
2015,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2016,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2017,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,8,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,23,215.76
2008,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2011,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2012,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,69.56
2015,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2016,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2017,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,9,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2010,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2011,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,87.06
2012,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2016,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2017,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,10,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2011,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,87.07
2012,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2016,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2017,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,11,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2011,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,87.07
2012,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2016,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2017,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,12,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2010,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5043923,F07N000395,0,0,383,4829.22
2008,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,34.3
2009,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,106,12289.47
2010,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,491,6205.14
2011,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,753,9947.44
2011,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,753,9947.44
2012,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,605,8559.0
2013,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1399,22097.56
2014,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,176,2983.44
2015,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,176,2983.44
2016,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,131.2
2017,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,738,19378.92
2018,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,599,14721.46
2019,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,568,14888.97
2020,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,965,25730.76
2021,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,343,10017.7
2022,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,372,10758.52
2023,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,697,20387.44
2024,1,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,908,29995.46
2010,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5043923,F07N000395,0,0,383,4829.22
2008,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,34.3
2009,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,72.6
2010,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,383,4829.22
2011,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,626,8460.93
2011,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,626,8460.93
2012,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,633,9143.11
2013,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1119,17662.36
2014,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,0,0.0
2016,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,134.4
2017,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,731,19194.12
2018,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,936,23058.84
2019,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,634,15587.36
2020,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1154,30315.24
2021,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,276,8011.72
2022,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,368,10643.91
2023,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,843,26493.72
2024,2,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,669,22031.98
2008,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,2756,14286.24
2009,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,1006,10948.92
2010,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,539,7153.81
2011,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,708,9392.12
2011,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,708,9392.12
2012,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,841,8729.43
2013,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1395,22526.55
2014,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,195,3328.3
2015,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,195,3328.3
2016,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,134.4
2017,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,739,19405.32
2018,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,892,21970.28
2019,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,792,19802.69
2020,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,673,17636.08
2021,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,338,9894.45
2022,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,475,13801.14
2023,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,723,22687.32
2024,3,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,740,24397.7
2008,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,465,2520.6
2009,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,703,8116.0
2010,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,831,10983.28
2011,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,683,9669.72
2011,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,683,9669.72
2012,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,917,14462.68
2013,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,847,14887.78
2014,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,193,3520.26
2015,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,193,3520.26
2016,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,134.4
2017,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,940,24711.72
2018,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,745,18333.5
2019,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1044,25772.32
2020,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,374,9754.44
2021,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,296,8629.03
2022,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,708,20683.96
2023,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,916,28809.28
2024,4,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,876,29694.86
2008,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,493,2673.48
2009,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,77.2
2010,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,759,10027.12
2011,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,948,13443.32
2011,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,948,13443.32
2012,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,916,14446.84
2013,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1177,20340.78
2014,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,176,3203.72
2015,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,176,3203.72
2016,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,134.4
2017,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,896,23550.12
2018,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1006,24790.64
2019,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,949,24079.72
2020,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,343,8989.66
2021,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,302,8816.21
2022,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,518,15071.36
2023,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1102,34709.2
2024,5,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,919,30543.84
2009,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,102,6292.44
2010,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,730,9894.9
2011,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,956,13557.24
2011,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,956,13557.24
2012,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1133,17884.12
2013,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1141,19716.54
2014,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,160,2905.8
2015,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,160,2905.8
2016,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,135.2
2017,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,976,23368.24
2018,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1230,30332.4
2019,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,863,22962.03
2020,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,340,9927.88
2021,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,397,11620.68
2022,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1391,40859.78
2023,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,905,28460.36
2024,6,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,888,32233.78
2008,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,533,2891.88
2010,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,912,12058.96
2011,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1051,14910.04
2011,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,1051,14910.04
2012,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1133,17884.12
2013,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1186,20496.84
2014,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,154,2794.08
2015,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,154,2794.08
2016,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,145.2
2017,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,895,22044.5
2018,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,892,21970.28
2019,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,692,18136.92
2020,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,192,5496.76
2021,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,829,24258.3
2022,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1204,35338.8
2023,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,995,30046.36
2024,7,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1033,37543.68
2007,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,1087,5732.22
2008,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,632,3432.42
2010,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,796,10639.06
2011,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1070,15180.6
2011,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,1070,15180.6
2012,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1177,18749.98
2013,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,2118,36911.05
2014,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,176,3203.72
2015,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,176,3203.72
2016,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,145.2
2017,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,694,17071.76
2018,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,870,21426.0
2019,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,746,19560.36
2020,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,262,7592.56
2021,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,790,23136.92
2022,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1566,46029.28
2023,8,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,875,27595.14
2007,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,351,1793.86
2008,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,882,4797.42
2010,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,1398,18513.04
2011,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1104,15664.76
2011,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,1104,15664.76
2012,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1177,18749.98
2013,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1754,31607.62
2014,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,225,4116.1
2015,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,225,4116.1
2016,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,10,145.2
2017,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,905,22291.9
2018,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1118,27561.52
2019,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1049,27547.44
2020,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,461,13550.62
2021,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1159,34006.5
2022,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1632,47849.92
2023,9,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,787,25963.74
2007,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,34.3
2008,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,766,4164.06
2010,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,797,10531.76
2011,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1394,19951.0
2011,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,1394,19951.0
2012,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1261,19911.64
2014,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,210,3836.8
2015,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,210,3836.8
2016,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,100,2305.2
2017,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1230,30332.4
2018,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1226,30233.44
2019,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1372,37553.03
2020,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,296,8610.52
2021,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1311,38507.8
2022,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1173,34327.78
2023,10,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,838,27663.06
2007,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,34.3
2008,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,1240,6752.1
2010,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,941,12444.08
2011,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,860,12389.71
2011,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,860,12389.71
2012,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,2229,35244.76
2014,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,143,2589.26
2015,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,143,2589.26
2016,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,902,21553.2
2017,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,814,20040.56
2018,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1085,26745.1
2019,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1130,29682.6
2020,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,343,10017.7
2021,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,424,12307.3
2022,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,971,28392.65
2023,11,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,879,29029.18
2007,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,10,34.3
2008,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,6445,6796,862,4688.0
2011,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,855,12242.89
2011,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,C03N000527,0,0,855,12242.89
2012,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,1681,26564.44
2014,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,79,1397.58
2015,12,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,0,0,79,1397.58
