Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$
2021,1,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,30,696.28
2022,1,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,48,1187.56
2023,1,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,90,2432.38
2024,1,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,162,5138.74
2007,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,295,3201.6
2008,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,20,181.8
2009,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,10,72.6
2010,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,45,523.1
2011,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,127,1656.58
2012,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,48,650.75
2013,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,86,1327.05
2014,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,77,1266.78
2015,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,77,1266.78
2016,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,73,1534.26
2017,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,79,1981.32
2018,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,80,1881.4
2019,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,54,1251.32
2020,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,78,1951.88
2021,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,30,696.28
2022,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,42,1010.71
2023,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,121,3591.88
2024,2,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,133,4172.46
2007,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,103,1091.66
2008,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,19,171.42
2009,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,13,108.54
2010,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,69,869.15
2011,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,142,1841.68
2012,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,235,3310.6
2013,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,86,1334.38
2014,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,60,976.0
2015,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,60,976.0
2016,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,62,1289.84
2017,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,57,1400.52
2018,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,54,1238.16
2019,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,78,1831.92
2020,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,64,1582.84
2021,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,34,797.96
2022,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,48,1187.56
2023,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,75,2132.76
2024,3,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,121,3772.62
2007,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,143,1574.16
2008,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,25,252.3
2009,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,14,128.16
2010,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,59,731.12
2011,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,99,1353.56
2012,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,253,3944.92
2013,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,63,1044.23
2014,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,99,1769.98
2015,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,99,1769.98
2016,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,101,2156.42
2017,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,61,1506.12
2018,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,69,1609.26
2019,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,67,1562.26
2020,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,52,1266.52
2021,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,23,523.17
2022,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,57,1453.42
2023,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,105,3084.36
2024,4,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,65,2051.69
2007,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,10,2547.68
2008,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,24,240.32
2009,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,16,153.64
2010,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,41,492.08
2011,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,95,1296.6
2012,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,100,1521.4
2013,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,116,1943.04
2014,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,117,2105.14
2015,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,117,2105.14
2016,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,122,2623.04
2017,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,45,1083.72
2018,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,75,1757.7
2019,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,63,1504.44
2020,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,54,1323.94
2021,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,28,646.36
2022,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,65,1689.74
2023,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,108,3179.52
2024,5,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,78,2353.52
2007,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,149,1642.08
2008,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,149,1642.08
2009,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,18,179.12
2010,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,58,742.53
2011,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,74,997.56
2012,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,98,1489.72
2013,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,147,2480.58
2014,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,120,2161.0
2015,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,120,2161.0
2016,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,124,2681.96
2017,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,0,0.0
2018,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,70,1634.0
2019,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,74,1843.67
2020,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,26,596.44
2021,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,29,672.04
2022,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,122,3373.52
2023,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,123,3655.32
2024,6,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,84,2791.3
2007,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,148,1630.76
2008,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,26,264.28
2010,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,50,611.6
2011,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,94,1282.36
2012,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,123,1885.72
2013,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,76,1249.44
2014,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,88,1565.16
2015,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,88,1565.16
2016,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,207,4873.2
2017,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,56,1287.64
2018,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,204,4949.16
2019,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,80,2004.6
2020,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,27,621.4
2021,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,42,1010.32
2022,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,188,5323.16
2023,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,114,3369.84
2024,7,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,88,2937.78
2007,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,34,340.28
2008,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,19,180.42
2010,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,47,577.87
2011,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,57,755.48
2012,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,259,4039.96
2013,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,85,1437.36
2014,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,105,1881.7
2015,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,105,1881.7
2016,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,148,3457.2
2017,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,69,1609.26
2018,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,10,149.6
2019,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,82,2066.29
2020,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,36,846.04
2021,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,40,951.24
2022,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,216,6150.28
2023,8,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,90,2616.44
2007,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,344,3849.48
2008,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,16,14448.0
2010,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,79,996.72
2011,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,195,2720.6
2012,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,259,4039.96
2013,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,112,1967.15
2014,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,353,6499.46
2015,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,353,6499.46
2016,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,105,2425.2
2017,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,106,2524.64
2018,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,64,1485.56
2019,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,93,2347.28
2020,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,39,920.92
2021,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,40,951.24
2022,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,211,5987.26
2023,9,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,150,4738.9
2007,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,16,136.52
2008,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,17,156.46
2010,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,49,598.32
2011,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,115,1608.6
2012,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,167,2582.68
2013,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,148,2497.8
2014,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,325,5978.1
2015,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,325,5978.1
2016,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,180,4225.2
2017,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,88,2079.32
2018,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,96,2277.24
2019,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,10,222.92
2020,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,37,871.0
2021,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,38,901.2
2022,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,205,5810.5
2023,10,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,115,3572.7
2007,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,20,181.8
2008,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,15,132.5
2010,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,109,1395.12
2011,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,67,913.96
2012,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,119,1822.36
2014,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,223,4078.86
2015,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,223,4078.86
2016,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,103,2377.2
2017,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,92,2178.28
2018,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,60,1386.6
2019,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,71,1767.36
2020,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,37,871.0
2021,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,34,801.12
2022,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,261,7462.24
2023,11,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,125,3905.9
2007,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,21,193.12
2008,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,1955,1977,16,144.48
2011,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,112,1547.81
2012,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,111,1695.64
2014,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,97,1732.74
2015,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,97,1732.74
2016,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,179,4621.32
2017,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,67,1559.78
2018,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,63,1460.82
2019,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,71,1767.8
2020,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,29,671.32
2021,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,33,776.1
2022,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,269,7695.94
2023,12,UNB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966,0,0,213,6838.06
2007,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,47,473.6
2008,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,29,283.68
2009,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,18,168.44
2010,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,24,255.56
2011,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,28,319.44
2012,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,19,214.36
2013,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,23,301.72
2023,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,1,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,18,452.42
2007,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,37,363.6
2008,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,10,68.6
2009,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,28,288.24
2010,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,24,255.56
2011,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,32,378.76
2012,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,19,218.92
2013,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,20,259.59
2023,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,2,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,22,565.38
2007,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,31,298.22
2008,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,27,262.46
2009,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,146,1701.88
2010,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,20,205.0
2011,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,61,761.14
2012,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,40,517.78
2013,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,41,595.73
2023,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,3,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,17,424.18
2007,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,37,374.24
2008,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,27,276.26
2009,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,10,77.2
2010,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,24,266.32
2011,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,40,513.4
2012,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,44,634.36
2013,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,56,906.58
2023,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,4,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,16,415.58
2007,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,51,532.72
2008,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,27,276.26
2009,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,23,242.82
2010,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,21,226.48
2011,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,39,499.16
2012,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,38,539.32
2013,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,49,781.26
2023,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,5,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,23,596.96
2007,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,43,442.16
2008,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,43,442.16
2009,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,19,191.86
2010,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,10,87.9
2011,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,51,670.04
2012,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,33,460.12
2013,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,83,1370.82
2023,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,6,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,17,466.1
2007,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,29,283.68
2008,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,20,192.4
2010,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,26,292.88
2011,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,32,399.48
2012,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,36,507.64
2023,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2024,7,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,29,838.58
2007,8,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,31,306.32
2008,8,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,10,72.6
2010,8,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,35,415.32
2011,8,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,25,299.8
2012,8,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,68,1017.59
2023,8,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,0,0.0
2007,9,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,380,4257.0
2008,9,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,16,144.48
2010,9,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,76,956.88
2011,9,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,34,427.96
2012,9,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,68,1017.59
2023,9,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,33,876.02
2007,10,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,11,79.92
2008,10,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,15,132.5
2010,10,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,28,319.44
